Licence Number,Licence Status,Licence Status Date,Lic. EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Licence Surface Location,Location Latitude,Location Longitude,Licensee  BA Code,Licensee Name,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,Reporting Facility ID,Facility Subtype,Facility Name,Field or Area,Operator Code,Operator Name,First Volumetric Activity Date,Last Volumetric Activity Date
F2226     ,Amended,"Sep 10, 2004",10,"Mar 05, 2001","Aug 26, 2006",00/01-18-017-18W4,50.428507,-112.45954,0HE9,Canadian Natural Resources Limited,None,850,844.1,0,0,0,0,12.9,0,0,0, , ,ABGS0082466,Gas Gathering Sys,ARMADA 1-18-17-18w4 HP,EYREMORE,0HE9,Canadian Natural Resources Limited,"Sep 01, 2004","Jun 01, 2018"
F2226     ,Amended,"Sep 10, 2004",10,"Mar 05, 2001","Aug 26, 2006",00/01-18-017-18W4,50.428507,-112.45954,0HE9,Canadian Natural Resources Limited,None,850,844.1,0,0,0,0,12.9,0,0,0, , ,ABGS0141342,Gas Gathering Sys,ARMADA 1-18-17-18w4,EYREMORE,0HE9,Canadian Natural Resources Limited,"May 01, 2016","Jul 01, 2018"
F2226     ,Amended,"Sep 10, 2004",10,"Mar 05, 2001","Aug 26, 2006",00/01-18-017-18W4,50.428507,-112.45954,0HE9,Canadian Natural Resources Limited,None,850,844.1,0,0,0,0,12.9,0,0,0, , ,ABGS0141343,Gas Gathering Sys,ARMADA 1-18-17-18w4 HP,EYREMORE,0HE9,Canadian Natural Resources Limited,"May 01, 2016","Feb 01, 2019"
F22260    ,Amended,"Sep 16, 2022",300,"Mar 06, 2001","Sep 16, 2022",00/04-34-047-09W5,53.092094,-115.24395,0BP8,Obsidian Energy Ltd.,Nonregenerative,353,339,0,0,0,0,77.8,0,0.01, ,0, ,ABGP0001164,Gas Plant Sweet,AMOCO PEMBINA (SUB #7),PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F22260    ,Amended,"Sep 16, 2022",300,"Mar 06, 2001","Sep 16, 2022",00/04-34-047-09W5,53.092094,-115.24395,0BP8,Obsidian Energy Ltd.,Nonregenerative,353,339,0,0,0,0,77.8,0,0.01, ,0, ,ABGS0002498,Gas Gathering Sys,AMOCO PEMB AREA 6,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 2000","May 01, 2016"
F22260    ,Amended,"Sep 16, 2022",300,"Mar 06, 2001","Sep 16, 2022",00/04-34-047-09W5,53.092094,-115.24395,0BP8,Obsidian Energy Ltd.,Nonregenerative,353,339,0,0,0,0,77.8,0,0.01, ,0, ,ABGS0002500,Gas Gathering Sys,AMOCO PEMBINA AREA 7,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 2000","Dec 01, 2023"
F22265    ,Abandoned,"Mar 06, 2006",10,"Mar 06, 2001", ,00/10-26-026-11W4,51.250977,-111.43272,A7H2,AlphaBow Energy Ltd., ,0, , , , , , , , , , , ,ABCS0003595,Compressor Station,PLAYER RESOURCES LTD,SUNNYNOOK,A5BE,Whitecap Resources Inc., , 
F22265    ,Abandoned,"Mar 06, 2006",10,"Mar 06, 2001", ,00/10-26-026-11W4,51.250977,-111.43272,A7H2,AlphaBow Energy Ltd., ,0, , , , , , , , , , , ,ABCS0003596,Compressor Station,PLAYER RESOURCES LTD,SUNNYNOOK,A5BE,Whitecap Resources Inc., , 
F22265    ,Abandoned,"Mar 06, 2006",10,"Mar 06, 2001", ,00/10-26-026-11W4,51.250977,-111.43272,A7H2,AlphaBow Energy Ltd., ,0, , , , , , , , , , , ,ABGP0001300,Gas Plant Sweet,GULF SUNNYNOOK,SUNNYNOOK,2,Gulf Canada Limited, , 
F22272    ,Amended,"Jan 15, 2024",10,"Mar 06, 2001","Jan 15, 2024",00/09-25-048-07W5,53.174116,-114.883648,A8K9,Ricochet Oil Corp.,Nonregenerative,225,202,0,0,0,0,80,0.1,0, , , ,ABGP0001158,Gas Plant Sweet,PENNWEST PEMBINA (SUB #1),PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 1991","Dec 01, 2023"
F22272    ,Amended,"Jan 15, 2024",10,"Mar 06, 2001","Jan 15, 2024",00/09-25-048-07W5,53.174116,-114.883648,A8K9,Ricochet Oil Corp.,Nonregenerative,225,202,0,0,0,0,80,0.1,0, , , ,ABGS0002233,Gas Gathering Sys,PENNWEST PEMBINA 15-25,PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 2000","Dec 01, 2023"
F22272    ,Amended,"Jan 15, 2024",10,"Mar 06, 2001","Jan 15, 2024",00/09-25-048-07W5,53.174116,-114.883648,A8K9,Ricochet Oil Corp.,Nonregenerative,225,202,0,0,0,0,80,0.1,0, , , ,ABGS0002300,Gas Gathering Sys,IMPERIAL PEMBINA BERRYMORE,PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 2000","Dec 01, 2023"
F22275    ,Abandoned,"Dec 01, 2000",10,"Mar 02, 2001", ,00/14-31-084-04W6,56.332236,-118.623253,A517,Long Run Exploration Ltd., ,112, , , , , , , , , , , ,ABBT0053466,Gas Group,PICA COMPRESSOR STATION 14-31,JACK,A517,Long Run Exploration Ltd.,"Jun 01, 1996","Oct 01, 2001"
F22299    ,Amended,"Nov 05, 2003",10,"Mar 01, 2001","Aug 26, 2006",00/08-17-029-22W4,51.47968,-113.055714,0Z2W,ATCO Next Energy Ltd., ,222,216,0,0,0,0,0,7.1,0,0, , ,ABBT1900001,Gas Group,CWNG CARBON SOUTH,WAYNE-ROSEDALE,0Z2W,ATCO Next Energy Ltd.,"May 01, 1989","Dec 01, 2023"
F22299    ,Amended,"Nov 05, 2003",10,"Mar 01, 2001","Aug 26, 2006",00/08-17-029-22W4,51.47968,-113.055714,0Z2W,ATCO Next Energy Ltd., ,222,216,0,0,0,0,0,7.1,0,0, , ,ABCS0022299,Compressor Station,ATCO GAS AND PIPELINES LTD,WAYNE-ROSEDALE,144,ATCO Gas And Pipelines Ltd., , 
F22299    ,Amended,"Nov 05, 2003",10,"Mar 01, 2001","Aug 26, 2006",00/08-17-029-22W4,51.47968,-113.055714,0Z2W,ATCO Next Energy Ltd., ,222,216,0,0,0,0,0,7.1,0,0, , ,ABGP0081174,Gas Plant Sweet,ATCO CARBON SOUTH,WAYNE-ROSEDALE,0Z2W,ATCO Next Energy Ltd.,"Apr 01, 2004","Sep 01, 2022"
F22299    ,Amended,"Nov 05, 2003",10,"Mar 01, 2001","Aug 26, 2006",00/08-17-029-22W4,51.47968,-113.055714,0Z2W,ATCO Next Energy Ltd., ,222,216,0,0,0,0,0,7.1,0,0, , ,ABGS0153324,Gas Gathering Sys,GS for Plant AB GP 0001547,WAYNE-ROSEDALE,0Z2W,ATCO Next Energy Ltd.,"Mar 01, 2013","Mar 01, 2013"
F22371    ,Abandoned,"Jan 05, 2022",10,"May 01, 2001","Aug 26, 2006",00/12-21-018-13W4,50.537978,-111.743222,A6A7,Cardinal Energy Ltd., ,312,311, , , , ,4, ,0, , , ,ABGP0075252,Gas Plant Sweet,MARKWEST BANTRY 12-21-18-13 W4 PLANT,BANTRY,A6A7,Cardinal Energy Ltd.,"Dec 01, 2003","May 01, 2018"
F22371    ,Abandoned,"Jan 05, 2022",10,"May 01, 2001","Aug 26, 2006",00/12-21-018-13W4,50.537978,-111.743222,A6A7,Cardinal Energy Ltd., ,312,311, , , , ,4, ,0, , , ,ABGS0006152,Gas Gathering Sys,MARKWEST BANTRY 12-21,BANTRY,A6A7,Cardinal Energy Ltd.,"Sep 01, 2000","Mar 01, 2018"
F22372    ,Amended,"Apr 05, 2001",10,"Apr 05, 2001","Aug 26, 2006",00/04-23-020-09W4,50.705766,-111.156689,0HE9,Canadian Natural Resources Limited, ,283.2,283.2, , , , , ,0.1, , , , ,ABBT0075755,Gas Proration - S.e.,JENNER 04-23 WEST,JENNER,0HE9,Canadian Natural Resources Limited,"Nov 01, 2002","Jun 01, 2006"
F22372    ,Amended,"Apr 05, 2001",10,"Apr 05, 2001","Aug 26, 2006",00/04-23-020-09W4,50.705766,-111.156689,0HE9,Canadian Natural Resources Limited, ,283.2,283.2, , , , , ,0.1, , , , ,ABBT0075756,Gas Proration - S.e.,JENNER 04-23 EAST,JENNER,0HE9,Canadian Natural Resources Limited,"Nov 01, 2002","Jun 01, 2006"
F22372    ,Amended,"Apr 05, 2001",10,"Apr 05, 2001","Aug 26, 2006",00/04-23-020-09W4,50.705766,-111.156689,0HE9,Canadian Natural Resources Limited, ,283.2,283.2, , , , , ,0.1, , , , ,ABGP0001850,Gas Plant Sweet,ATLEE-BUFFALO 4-23-20-9w4,JENNER,0HE9,Canadian Natural Resources Limited,"Jan 01, 2002","Jan 01, 2016"
F22372    ,Amended,"Apr 05, 2001",10,"Apr 05, 2001","Aug 26, 2006",00/04-23-020-09W4,50.705766,-111.156689,0HE9,Canadian Natural Resources Limited, ,283.2,283.2, , , , , ,0.1, , , , ,ABGS0002783,Gas Gathering Sys,JENNER 04-23-20-9w4,JENNER,0HE9,Canadian Natural Resources Limited,"Jan 01, 2000","Jan 01, 2016"
F22473    ,Amended,"Jun 15, 2005",300,"Mar 12, 2001","Aug 26, 2006",00/06-33-076-07W6,55.626315,-119.023943,0HE9,Canadian Natural Resources Limited,Nonregenerative,85,84.8, , , , , , , , , , , , , , , , , , 
F22597    ,Amended,"Aug 28, 2006",400,"Mar 15, 2001","Aug 28, 2006",00/07-23-049-27W4,53.241388,-113.839084,A74X,Aspenleaf Energy Limited,"Regenerative, Acid Gas Injection","1,133.00",816,0,0,0,0,0,18.2,15.5, ,0,95.9,ABGP0001676,Gp Acid Gas Flaring%,MIDWEST LEDUC-WOODBEND,LEDUC-WOODBEND,A74X,Aspenleaf Energy Limited,"Jan 01, 1993","Dec 01, 2023"
F22621    ,Amended,"Apr 01, 2010",300,"Mar 19, 2001","Apr 01, 2010",00/06-22-070-20W5,55.075881,-116.963053,A73W,Enercapita Energy Ltd.,"Regenerative, Acid Gas Flaring",125,119,0,0,0,0,10,0,0.09, ,0.09, ,ABBT0050213,Gas Group,Sunset 06-22-070-20W5 BT-G,SUNSET,A73W,Enercapita Energy Ltd.,"Feb 01, 1995","Dec 01, 2023"
F22621    ,Amended,"Apr 01, 2010",300,"Mar 19, 2001","Apr 01, 2010",00/06-22-070-20W5,55.075881,-116.963053,A73W,Enercapita Energy Ltd.,"Regenerative, Acid Gas Flaring",125,119,0,0,0,0,10,0,0.09, ,0.09, ,ABBT0075119,Crude Oil Group,Sunset 06-22-070-20W5 BT-O,SUNSET,A73W,Enercapita Energy Ltd.,"Oct 01, 2002","Dec 01, 2023"
F22621    ,Amended,"Apr 01, 2010",300,"Mar 19, 2001","Apr 01, 2010",00/06-22-070-20W5,55.075881,-116.963053,A73W,Enercapita Energy Ltd.,"Regenerative, Acid Gas Flaring",125,119,0,0,0,0,10,0,0.09, ,0.09, ,ABGP0001776,Gp Acid Gas Flaring,DEFIANT ENERGY SUNSET PLANT 6-22,SUNSET,A73W,Enercapita Energy Ltd.,"Jan 01, 2000","Dec 01, 2023"
F22621    ,Amended,"Apr 01, 2010",300,"Mar 19, 2001","Apr 01, 2010",00/06-22-070-20W5,55.075881,-116.963053,A73W,Enercapita Energy Ltd.,"Regenerative, Acid Gas Flaring",125,119,0,0,0,0,10,0,0.09, ,0.09, ,ABIF0121467,Disposal,Sunset 6-22-070-20W5 IF-SW,SUNSET,A73W,Enercapita Energy Ltd.,"Apr 01, 2010","Dec 01, 2023"
F22634    ,Amended,"Jul 30, 2013",300,"Apr 16, 2001","Jul 30, 2013",00/05-36-061-18W5,54.31682,-116.570893,A6GD,Sinopec Canada Energy Ltd.,"Regenerative, Acid Gas Flaring",340,339,0,0,0.1,0.2,0,4.5,0.9, ,0.9, ,ABBT0055064,Gas Group,00/05-36-061-18W5 Fox Creek GMWB,FOX CREEK,A97N,Sinopec Canada Energy Ltd.,"Jan 01, 1996","Dec 01, 2023"
F22634    ,Amended,"Jul 30, 2013",300,"Apr 16, 2001","Jul 30, 2013",00/05-36-061-18W5,54.31682,-116.570893,A6GD,Sinopec Canada Energy Ltd.,"Regenerative, Acid Gas Flaring",340,339,0,0,0.1,0.2,0,4.5,0.9, ,0.9, ,ABGP0001717,Gas Plant Sweet,00/05-36-061-18W5 Fox Creek,FOX CREEK,A97N,Sinopec Canada Energy Ltd.,"Jan 01, 2002","Jul 01, 2013"
F22634    ,Amended,"Jul 30, 2013",300,"Apr 16, 2001","Jul 30, 2013",00/05-36-061-18W5,54.31682,-116.570893,A6GD,Sinopec Canada Energy Ltd.,"Regenerative, Acid Gas Flaring",340,339,0,0,0.1,0.2,0,4.5,0.9, ,0.9, ,ABGS0006476,Gas Gathering Sys,00/05-36-036-061-18W5 Fox Creek GS,FOX CREEK,A97N,Sinopec Canada Energy Ltd.,"Aug 01, 2002","Jul 01, 2013"
F22634    ,Amended,"Jul 30, 2013",300,"Apr 16, 2001","Jul 30, 2013",00/05-36-061-18W5,54.31682,-116.570893,A6GD,Sinopec Canada Energy Ltd.,"Regenerative, Acid Gas Flaring",340,339,0,0,0.1,0.2,0,4.5,0.9, ,0.9, ,ABGS0133024,Gas Gathering Sys,00/05-36-061-18W5 Fox Creek GS,FOX CREEK,A97N,Sinopec Canada Energy Ltd.,"Jun 01, 2014","Dec 01, 2023"
F22703    ,Issued,"Mar 22, 2001",400,"Mar 22, 2001", ,00/01-28-049-10W5,53.25165,-115.39132,A5BE,Whitecap Resources Inc., ,224, , , , , , , ,3.5, , , ,ABGP0001046,Gp Acid Gas Flaring%,* IMPERIAL PEMBINA,PEMBINA,A5BE,Whitecap Resources Inc., , 
F22710    ,Amended,"Mar 07, 2007",10,"Mar 23, 2001","Mar 07, 2007",00/07-01-087-11W5,56.511827,-115.603796,0YK4,Surge Energy Inc., ,42.5,10,0,0,0,0,10,0,0, , , ,ABGP0090090,Gas Plant Sweet,HUSKY LUBICON 7-1 GAS PLANT,EVI,0YK4,Surge Energy Inc.,"May 01, 2006","May 01, 2013"
F22710    ,Amended,"Mar 07, 2007",10,"Mar 23, 2001","Mar 07, 2007",00/07-01-087-11W5,56.511827,-115.603796,0YK4,Surge Energy Inc., ,42.5,10,0,0,0,0,10,0,0, , , ,ABGS0004005,Gas Gathering Sys,HUSKY EVI 7-1,EVI,0YK4,Surge Energy Inc.,"Jan 01, 2000","May 01, 2013"
F22710    ,Amended,"Mar 07, 2007",10,"Mar 23, 2001","Mar 07, 2007",00/07-01-087-11W5,56.511827,-115.603796,0YK4,Surge Energy Inc., ,42.5,10,0,0,0,0,10,0,0, , , ,ABIF0008292,Disposal,MBOG EVI 15-35-86-11W5,EVI,0YK4,Surge Energy Inc.,"May 01, 1989","Dec 01, 2023"
F22719    ,Issued,"Mar 23, 2001",10,"Mar 23, 2001", ,00/11-10-056-11W5,53.826448,-115.552941,A5D4,Cenovus Energy Inc., ,340, , , , , , , , , , , ,ABBT0136621,Gas Proration Efflue,West Paddle 11-10 Effluent MWB,LEAMAN,A5D4,Cenovus Energy Inc.,"Feb 01, 2015","Dec 01, 2023"
F22719    ,Issued,"Mar 23, 2001",10,"Mar 23, 2001", ,00/11-10-056-11W5,53.826448,-115.552941,A5D4,Cenovus Energy Inc., ,340, , , , , , , , , , , ,ABGP0001217,Gas Plant Sweet,CRESTAR LEAMAN,LEAMAN,A5D4,Cenovus Energy Inc.,"Jan 01, 1991","Jan 01, 2015"
F22855    ,Issued,"Apr 06, 2001",10,"Apr 06, 2001", ,00/07-13-041-07W5,52.528697,-114.874232,A2TG,TAQA North Ltd., ,85, , , , , , , , , , , ,ABBT0040920,Gas Group,OPINAC WILLESDEN GREEN 7-13,WILLESDEN GREEN,A2TG,TAQA North Ltd.,"Apr 01, 1990","Mar 01, 2019"
F22855    ,Issued,"Apr 06, 2001",10,"Apr 06, 2001", ,00/07-13-041-07W5,52.528697,-114.874232,A2TG,TAQA North Ltd., ,85, , , , , , , , , , , ,ABGS0127733,Gas Gathering Sys,TAQA WG GS 7-13-41-7W5,WILLESDEN GREEN,A2TG,TAQA North Ltd.,"Aug 01, 2013","Dec 01, 2023"
F22912    ,Amended,"Dec 22, 2005",10,"May 01, 2001","Aug 26, 2006",00/13-31-045-13W4,52.927034,-111.884697,A71K,Axiom Oil and Gas Inc., ,570,564.64,0,0,0,0,9.5,0,0, , , ,ABCS0022912,Compressor Station,ALTAGAS SERVICES INC,KILLAM NORTH,A71K,Axiom Oil and Gas Inc., , 
F22912    ,Amended,"Dec 22, 2005",10,"May 01, 2001","Aug 26, 2006",00/13-31-045-13W4,52.927034,-111.884697,A71K,Axiom Oil and Gas Inc., ,570,564.64,0,0,0,0,9.5,0,0, , , ,ABGP0088615,Gas Plant Sweet,IRON CREEK GAS PLANT,KILLAM NORTH,A71K,Axiom Oil and Gas Inc.,"Feb 01, 2006","Jul 01, 2012"
F22912    ,Amended,"Dec 22, 2005",10,"May 01, 2001","Aug 26, 2006",00/13-31-045-13W4,52.927034,-111.884697,A71K,Axiom Oil and Gas Inc., ,570,564.64,0,0,0,0,9.5,0,0, , , ,ABGS0002490,Gas Gathering Sys,ALTAGAS KILLAM,KILLAM NORTH,A71K,Axiom Oil and Gas Inc.,"Feb 01, 2000","Dec 01, 2023"
F22956    ,Abandoned,"Aug 18, 2014",10,"Apr 12, 2001", ,00/10-14-046-23W4,52.969155,-113.230287,0HE9,Canadian Natural Resources Limited, ,55, , , , , , , , , , , ,ABBT0040183,Gas Group,BITTERN LAKE 10-14-46-23W4,BITTERN LAKE,0HE9,Canadian Natural Resources Limited,"Dec 01, 1989","Jul 01, 2005"
F23023    ,Abandoned,"Dec 01, 2021",400,"Apr 16, 2001","Nov 01, 2006",00/12-15-040-08W4,52.443807,-111.081001,0Z0H,Harvest Operations Corp., ,54.4, , , , , , , ,2.6, , , ,ABGP0001889,Gp Acid Gas Flaring%,CRESTAR PROVOST,PROVOST,0Z0H,Harvest Operations Corp., , 
F23033    ,Abandoned,"Jan 23, 2024",10,"Apr 18, 2001", ,02/16-11-072-04W5,55.22695,-114.4938,A0TK,AltaGas Ltd., ,340, , , , , , , , , , , ,ABGS0003916,Gas Gathering Sys,ALTAGAS MITSUE,MITSUE,A0TK,AltaGas Ltd.,"Jan 01, 2000","Aug 01, 2011"
F23107    ,Amended,"Feb 28, 2006",300,"Apr 25, 2001","Aug 26, 2006",00/09-01-071-02W5,55.120705,-114.156834,0HE9,Canadian Natural Resources Limited,Nonregenerative,320,300, , , , , ,55,0.2, ,0, ,ABGP0136119,Gas Plant Sweet,SMITH WEST 09-01-071-02W5,DECRENE,0HE9,Canadian Natural Resources Limited,"Jan 01, 2015","Dec 01, 2023"
F23107    ,Amended,"Feb 28, 2006",300,"Apr 25, 2001","Aug 26, 2006",00/09-01-071-02W5,55.120705,-114.156834,0HE9,Canadian Natural Resources Limited,Nonregenerative,320,300, , , , , ,55,0.2, ,0, ,ABGS0003535,Gas Gathering Sys,VICTOR 09-01-071-02w5,DECRENE,0HE9,Canadian Natural Resources Limited,"Jan 01, 2000","Oct 01, 2015"
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABBT0044821,Gas Group,NUL KINSELLA METERED,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,"Apr 01, 1992","Dec 01, 2023"
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABBT0111275,Gas Group,SCOVIL 4-10-47-9W4 COMP BTY,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,"Aug 01, 2010","Mar 01, 2015"
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABBT0137175,Gas Proration Efflue,Viking Effluent 13-31-048,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,"Apr 01, 2015","Dec 01, 2023"
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABBT0151225,Gas Proration Efflue,Viking Battery 4-25-48-12W5,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd., , 
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABBT0151381,Gas Proration Efflue,Viking Battery 6-2-48-13W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd., , 
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABBT0151382,Gas Proration Efflue,Viking Battery 5-8-048-12W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd., , 
F23122    ,Amended,"Jun 03, 2015",10,"May 01, 2001","Jun 03, 2015",00/13-31-048-12W4,53.190474,-111.760029,A1GR,Pine Cliff Energy Ltd., ,"1,993.47",1887.56,0,0,0,0,0,7.3,0, , , ,ABGP0001713,Gas Plant Sweet,VIKING-KINSELLA 13-31-48-12W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,"Jan 01, 2002","Dec 01, 2023"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABBT0067265,Gas Group,pancanadian lake newell 4-22,NEWELL,A7NW,Torxen Energy Ltd.,"Mar 01, 2002","Sep 01, 2004"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABBT0082865,Gas Proration - S.e.,LAKE NEWELL NORTH GROUP METER,NEWELL,A7NW,Torxen Energy Ltd.,"Oct 01, 2004","Mar 01, 2006"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABBT0082867,Gas Proration - S.e.,LAKE NEWELL SOUTH GROUP METER,NEWELL,A7NW,Torxen Energy Ltd.,"Oct 01, 2004","Mar 01, 2006"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABBT0089082,Gas Group,LAKE NEWELL DEEP GAS BTY,NEWELL,A7NW,Torxen Energy Ltd.,"Apr 01, 2006","Dec 01, 2023"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABBT0089083,Gas Proratn Not Sea,LAKE NEWELL SHALLOW GAS BTY,NEWELL,A7NW,Torxen Energy Ltd.,"Apr 01, 2006","Dec 01, 2023"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABBT6420008,Gas Proration - S.e.,PCP NEWELL EAST 116,NEWELL,A7NW,Torxen Energy Ltd.,"May 01, 1989","Sep 01, 2004"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABGP0131384,Gp Acid Gas Flaring,CENOVUS LAKE NEWELL 04-22 GAS PLANT,NEWELL,A7NW,Torxen Energy Ltd.,"Feb 01, 2014","Nov 01, 2017"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABGP0146250,Gas Plant Sweet,Lake Newell Gas Plant 4-22-17-14W4,NEWELL,A7NW,Torxen Energy Ltd.,"Oct 01, 2017","Dec 01, 2023"
F23245    ,Amended,"Nov 08, 2002",10,"May 01, 2001","Aug 26, 2006",00/04-22-017-14W4,50.443428,-111.858226,A7NW,Torxen Energy Ltd., ,420,419.8,0,0,0,0,0.6,1.2,0,0, , ,ABGS0006402,Gas Gathering Sys,LAKE NEWELL 04-22,NEWELL,A7NW,Torxen Energy Ltd.,"Apr 01, 2002","Dec 01, 2023"
F23263    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/10-05-022-18W4,50.843375,-112.46047,A7NW,Torxen Energy Ltd., ,"1,550.00",1450,0,0,0,0,35,5,0,0, , ,ABBT0089271,Gas Proration - S.e.,BASSANO 10-35-21-18W4,COUNTESS,A7NW,Torxen Energy Ltd.,"May 01, 2006","Sep 01, 2008"
F23263    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/10-05-022-18W4,50.843375,-112.46047,A7NW,Torxen Energy Ltd., ,"1,550.00",1450,0,0,0,0,35,5,0,0, , ,ABBT0089745,Gas Proration - S.e.,BASSANO 7-16-21-17W4 GROUP 658-016,COUNTESS,A7NW,Torxen Energy Ltd., , 
F23263    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/10-05-022-18W4,50.843375,-112.46047,A7NW,Torxen Energy Ltd., ,"1,550.00",1450,0,0,0,0,35,5,0,0, , ,ABBT0090004,Gas Proration - S.e.,BASSANO 12-16-21-17W4  GM 658-209,COUNTESS,A7NW,Torxen Energy Ltd.,"May 01, 2006","Sep 01, 2008"
F23263    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/10-05-022-18W4,50.843375,-112.46047,A7NW,Torxen Energy Ltd., ,"1,550.00",1450,0,0,0,0,35,5,0,0, , ,ABBT0093057,Gas Proration - S.e.,LATHOM C 8-15-20-17 GM 659-175,COUNTESS,A7NW,Torxen Energy Ltd.,"Jan 01, 2007","Sep 01, 2007"
F23263    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/10-05-022-18W4,50.843375,-112.46047,A7NW,Torxen Energy Ltd., ,"1,550.00",1450,0,0,0,0,35,5,0,0, , ,ABBT0096478,Gas Proration - S.e.,BASSANO 12-12-21-17 GROUP 658-227,COUNTESS,A7NW,Torxen Energy Ltd.,"Dec 01, 2007","Sep 01, 2008"
